REGION;NUMMR;ACHLR;AEMM;AEMMR;AGED;AGER20;AGEREV;AGEREVQ;ANAI;ANARR;ANEM;ANEMR;APAF;ARRIVR;ASCEN;BAIN;BATI;CATL;CATPC;CHAU;CHFL;CHOS;CLIM;CMBL;COUPLE;CS1;CS2;CS3;CUIS;DEPT;DEROU;DIPL;EAU;EGOUL;ELEC;EMPL;EPCI;ETUD;GARL;HLML;ILETUD;ILETUU;ILT;ILTUU;IMMI;INAI;INAT;INFAM;INPER;INPERF;IPONDI;IRAN;IRANUU;LIENF;LPRF;LPRM;METRODOM;MOCO;MODV;NA38;NA88;NAF08;NAIDT;NAT13;NAT49;NATC;NATN12;NATN49;NATNC;NBPI;NPERR;NUMF;ORIDT;PNAI12;PROF;RECH;SANI;SANIDOM;SEXE;SFM;STAT;STAT_CONJ;STOCD;SURF;TACT;TACTD16;TP;TRANS;TYPC;TYPFC;TYPL;TYPMD;TYPMR;UR;VOIT;WC
01;18;6;2017;9;040;39;039;035;1978;Z;001;00;1;Z;2;1;4;1;0;2;Z;1;1;Z;2;2;21;21;1;99;0;16;2;2;1;21;999999999;2;2;2;Z;Z;2;4;2;3;11;1;5;5;2.48595054976431;3;4;1;1;1;D;22;32;SZ;96;9609Z;00;00;997;0;01;997;1;05;5;1;00;01;217C;Z;Z;11;1;33;21;3;10;6;11;111;1;5;1;2;1;303;41;1;2;1
01;19;4;2015;9;051;54;050;050;1965;9;001;00;0;0;2;1;4;1;0;2;Z;2;1;Z;2;8;82;85;1;99;0;02;2;2;1;ZZ;999999999;2;1;2;Z;Z;Z;Z;1;6;21;0;1;Z;2.42708113814558;1;3;0;0;1;D;32;50;ZZ;ZZ;ZZZZZ;30;12;332;6;ZZ;ZZZ;Z;03;1;Z;00;12;ZZZZ;9;Z;11;2;12;ZZ;6;21;2;25;250;Z;Z;1;Z;1;022;12;1;1;1
01;20;5;2001;9;011;10;010;010;2007;Z;017;03;3;Z;2;1;4;1;0;2;Z;2;1;Z;2;8;82;85;1;99;0;ZZ;2;2;1;ZZ;999999999;1;1;2;1;3;Z;Z;2;1;11;1;4;4;2.49927052592198;1;3;3;3;3;D;11;11;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;06;4;1;11;01;ZZZZ;Z;Z;11;1;32;ZZ;6;10;4;23;230;Z;Z;1;2;1;302;41;1;2;1
01;20;5;2001;9;016;17;015;015;2002;Z;017;03;3;Z;2;1;4;1;0;2;Z;2;1;Z;2;8;82;84;1;99;0;12;2;2;1;ZZ;999999999;1;1;2;1;3;Z;Z;2;1;11;1;4;4;2.49927052592198;1;3;3;3;3;D;11;11;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;06;4;1;11;01;ZZZZ;9;Z;11;2;32;ZZ;6;10;4;22;220;Z;Z;1;2;1;302;41;1;2;1
01;20;5;2001;9;047;54;046;045;1971;Z;017;03;2;Z;2;1;4;1;0;2;Z;2;1;Z;1;5;54;54;1;99;0;16;2;2;1;16;999999999;2;1;2;Z;Z;2;4;2;1;11;1;4;4;2.49927052592198;1;3;2;2;2;D;22;32;CA;10;1071A;11;00;997;0;01;997;1;06;4;1;11;01;542A;Z;Z;11;2;32;10;1;10;4;11;111;1;5;1;2;1;302;41;1;2;1
01;20;5;2001;9;051;54;051;050;1967;Z;017;03;1;Z;2;1;4;1;0;2;Z;2;1;Z;1;2;21;21;1;99;0;13;2;2;1;21;999999999;2;1;2;Z;Z;1;3;2;1;11;1;4;4;2.49927052592198;1;3;1;1;1;D;22;32;FZ;43;4322A;11;00;997;0;01;997;1;06;4;1;11;01;211D;Z;Z;11;1;32;21;1;10;4;11;111;1;5;1;2;1;302;41;1;2;1
01;21;4;2016;9;035;39;034;030;1982;Z;001;00;0;Z;2;1;4;1;0;1;Z;1;2;Z;2;5;51;52;1;99;0;13;2;1;1;16;999999999;2;1;1;Z;Z;1;3;2;1;11;0;4;Z;2.49777765660206;3;4;0;0;1;D;31;60;QB;87;8790B;11;00;997;0;01;997;1;04;4;Z;11;01;525D;Z;Z;11;2;70;10;6;22;2;11;111;1;5;3;Z;2;030;20;1;1;1
01;21;4;2016;9;015;14;014;010;2002;Z;001;00;0;Z;2;1;4;1;0;1;Z;1;2;Z;2;8;82;84;1;99;0;12;2;1;1;ZZ;999999999;1;1;1;1;3;Z;Z;2;1;11;0;4;Z;2.49777765660206;1;3;0;0;6;D;31;60;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;4;Z;11;01;ZZZZ;9;Z;11;2;70;ZZ;6;22;2;22;220;Z;Z;3;Z;2;030;20;1;1;1
01;21;4;2016;9;008;10;007;005;2009;Z;001;00;0;Z;2;1;4;1;0;1;Z;1;2;Z;2;8;82;85;1;99;0;ZZ;2;1;1;ZZ;999999999;1;1;1;1;3;Z;Z;2;1;11;0;4;Z;2.49777765660206;1;3;0;0;6;D;31;60;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;4;Z;11;01;ZZZZ;Z;Z;11;1;70;ZZ;6;22;2;23;230;Z;Z;3;Z;2;030;20;1;1;1
01;21;4;2016;9;004;05;003;000;2013;Z;001;00;0;Z;2;1;4;1;0;1;Z;1;2;Z;2;8;82;85;1;99;0;ZZ;2;1;1;ZZ;999999999;1;1;1;1;3;Z;Z;2;1;11;0;4;Z;2.49777765660206;1;3;0;0;6;D;31;60;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;4;Z;11;01;ZZZZ;Z;Z;11;1;70;ZZ;6;22;2;23;230;Z;Z;3;Z;2;030;20;1;1;1
01;22;5;2002;9;071;79;070;070;1949;Z;018;03;0;Z;2;1;4;1;0;2;Z;1;1;Z;2;7;76;77;1;99;0;11;2;2;1;ZZ;999999999;2;2;2;Z;Z;Z;Z;2;1;11;0;1;Z;3.38430791508058;1;3;0;0;1;D;32;50;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;1;Z;11;01;ZZZZ;0;Z;11;2;12;ZZ;6;10;6;21;210;Z;Z;1;Z;1;022;12;1;1;1
01;23;5;2016;9;002;02;001;000;2016;Z;002;01;3;Z;2;1;4;1;0;2;Z;2;1;Z;2;8;82;85;1;99;0;ZZ;2;2;1;ZZ;999999999;2;2;2;Z;Z;Z;Z;2;1;11;1;3;3;5;1;3;3;3;3;D;12;12;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;3;1;11;01;ZZZZ;Z;Z;11;2;22;ZZ;6;21;5;23;230;Z;Z;2;1;1;202;32;1;1;1
01;23;5;2016;9;006;05;005;005;2012;Z;002;01;3;Z;2;1;4;1;0;2;Z;2;1;Z;2;8;82;85;1;99;0;ZZ;2;2;1;ZZ;999999999;1;2;2;2;4;Z;Z;2;1;11;1;3;3;5;1;3;3;3;3;D;12;12;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;3;1;11;01;ZZZZ;Z;Z;11;1;22;ZZ;6;21;5;23;230;Z;Z;2;1;1;202;32;1;1;1
01;23;5;2016;9;033;39;032;030;1985;Z;002;01;2;Z;2;1;4;1;0;2;Z;2;1;Z;1;5;55;55;1;99;0;17;2;2;1;15;999999999;2;2;2;Z;Z;2;5;2;1;11;1;3;3;5;1;3;2;1;1;D;23;33;GZ;47;4711C;11;00;997;0;01;997;1;04;3;1;11;01;552A;Z;Z;11;2;22;10;6;21;5;11;111;1;6;2;1;1;202;32;1;1;1
01;24;3;1999;8;070;79;069;065;1946;Z;017;03;0;Z;1;1;4;1;0;2;Z;2;2;Z;2;7;76;77;1;99;0;01;1;1;1;ZZ;999999999;2;2;1;Z;Z;Z;Z;2;1;11;0;1;Z;2.56600642461056;1;3;0;0;1;D;32;50;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;03;1;Z;11;01;ZZZZ;0;Z;11;2;12;ZZ;5;22;2;21;210;Z;Z;3;Z;2;022;12;1;0;1
01;25;5;1997;8;045;54;044;040;1972;Z;020;04;3;Z;2;1;4;1;0;2;Z;2;2;Z;2;8;82;85;1;99;1;13;1;2;1;ZZ;999999999;2;1;2;Z;Z;Z;Z;2;3;11;1;3;3;2.46048129225134;1;3;3;5;6;D;12;12;ZZ;ZZ;ZZZZZ;00;00;997;0;01;997;1;04;3;1;00;01;ZZZZ;0;Z;11;1;22;ZZ;6;10;5;25;250;Z;Z;1;1;1;212;32;1;0;1
01;25;5;1997;8;044;54;043;040;1973;Z;020;04;3;Z;2;1;4;1;0;2;Z;2;2;Z;2;4;41;43;1;99;1;13;1;2;1;ZZ;999999999;2;1;2;Z;Z;Z;Z;2;3;11;1;3;3;2.46048129225134;1;3;3;1;1;D;12;12;ZZ;ZZ;ZZZZZ;00;00;997;0;01;997;1;04;3;1;00;01;ZZZZ;2;Z;11;1;22;ZZ;6;10;5;12;122;Z;Z;1;1;1;212;32;1;0;1
01;25;5;1997;8;063;64;062;060;1954;Z;020;04;2;Z;2;1;4;1;0;2;Z;2;2;Z;2;7;76;77;1;99;1;03;1;2;1;ZZ;999999999;2;1;2;Z;Z;Z;Z;2;3;11;1;3;3;2.46048129225134;1;3;2;4;5;D;23;33;ZZ;ZZ;ZZZZZ;00;00;997;0;01;997;1;04;3;1;00;01;ZZZZ;0;Z;11;2;22;ZZ;5;10;5;21;210;Z;Z;1;1;1;212;32;1;0;1
01;26;3;1973;6;070;79;069;065;1949;Z;046;06;2;Z;2;1;4;1;0;2;Z;2;1;Z;1;7;76;77;1;99;0;14;2;2;1;ZZ;999999999;2;2;2;Z;Z;Z;Z;2;1;11;1;2;2;2.73029219065239;3;4;2;2;2;D;21;40;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;03;2;1;11;01;ZZZZ;9;Z;11;2;30;ZZ;1;10;4;21;210;Z;Z;2;2;1;500;44;1;2;1
01;26;3;1973;6;079;79;078;075;1940;Z;046;06;1;Z;2;1;4;1;0;2;Z;2;1;Z;1;7;76;77;1;99;0;12;2;2;1;ZZ;999999999;2;2;2;Z;Z;Z;Z;2;1;11;1;2;2;2.73029219065239;3;4;1;1;1;D;21;40;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;03;2;1;11;01;ZZZZ;9;Z;11;1;30;ZZ;1;10;4;21;210;Z;Z;2;2;1;500;44;1;2;1
01;27;6;2016;9;028;29;027;025;1989;Z;001;00;0;Z;2;1;4;1;0;2;Z;1;1;Z;2;2;23;23;1;99;1;17;2;1;1;22;999999999;2;1;2;Z;Z;1;3;2;3;11;0;1;Z;2.72864936110925;2;3;0;0;1;D;32;20;QA;86;8690D;00;00;997;0;01;997;1;02;1;Z;00;01;233D;Z;Z;11;1;11;22;6;21;3;11;111;1;5;3;Z;2;011;11;1;1;1
01;28;4;2015;9;034;39;033;030;1982;Z;001;00;2;Z;2;1;4;1;0;2;Z;1;2;Z;2;5;56;56;1;99;0;16;2;1;1;15;999999999;2;2;1;Z;Z;2;2;2;1;11;1;4;4;4.97428908851154;1;1;2;1;1;D;23;33;QB;88;8891A;11;00;997;0;01;997;1;04;4;1;11;01;563A;Z;Z;11;2;22;10;6;22;5;11;111;2;5;1;1;1;203;32;0;2;1
01;28;4;2015;9;016;17;015;015;2000;Z;001;00;3;Z;2;1;4;1;0;2;Z;1;2;Z;2;8;82;84;1;99;0;12;2;1;1;ZZ;999999999;1;2;1;1;1;Z;Z;2;1;11;1;4;4;4.97428908851154;1;1;3;3;3;D;12;12;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;4;1;11;01;ZZZZ;9;Z;11;2;22;ZZ;6;22;5;22;220;Z;Z;1;1;1;203;32;0;2;1
01;28;4;2015;9;011;10;010;010;2005;Z;001;00;3;Z;2;1;4;1;0;2;Z;1;2;Z;2;8;82;85;1;99;0;ZZ;2;1;1;ZZ;999999999;1;2;1;5;2;Z;Z;2;1;11;1;4;4;4.97428908851154;1;1;3;3;3;D;12;12;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;4;1;11;01;ZZZZ;Z;Z;11;1;22;ZZ;6;22;5;23;230;Z;Z;1;1;1;203;32;0;2;1
01;28;4;2015;9;009;10;009;005;2007;Z;001;00;3;Z;2;1;4;1;0;2;Z;1;2;Z;2;8;82;85;1;99;0;ZZ;2;1;1;ZZ;999999999;1;2;1;5;2;Z;Z;2;1;11;1;4;4;4.97428908851154;1;1;3;3;3;D;12;12;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;4;1;11;01;ZZZZ;Z;Z;11;1;22;ZZ;6;22;5;23;230;Z;Z;1;1;1;203;32;0;2;1
01;29;5;1995;8;098;80;097;095;1918;Z;021;04;1;Z;2;1;4;1;0;2;Z;2;2;Z;1;7;72;72;1;99;0;01;2;2;1;ZZ;999999999;2;2;2;Z;Z;Z;Z;2;1;11;1;2;2;4.85736596244936;1;3;1;1;1;D;21;40;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;03;2;1;11;01;ZZZZ;0;Z;11;1;30;ZZ;1;10;4;21;210;Z;Z;1;2;1;500;44;1;0;1
01;29;5;1995;8;087;80;086;085;1929;Z;021;04;2;Z;2;1;4;1;0;2;Z;2;2;Z;1;7;76;77;1;99;0;01;2;2;1;ZZ;999999999;2;2;2;Z;Z;Z;Z;2;1;11;1;2;2;4.85736596244936;1;3;2;2;2;D;21;40;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;03;2;1;11;01;ZZZZ;0;Z;11;2;30;ZZ;1;10;4;21;210;Z;Z;1;2;1;500;44;1;0;1
01;30;4;2015;9;018;17;017;015;1998;Z;001;00;0;Z;2;1;4;1;0;2;Z;2;2;Z;2;8;82;85;1;99;0;14;2;2;1;ZZ;999999999;2;1;2;Z;Z;Z;Z;2;1;11;0;1;Z;2.50354839997208;1;3;0;0;1;D;32;20;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;03;1;Z;11;01;ZZZZ;0;Z;11;2;12;ZZ;6;21;1;25;250;Z;Z;3;Z;1;022;12;1;0;1
01;31;4;2012;9;047;54;046;045;1970;3;005;02;2;8;2;1;4;1;0;2;Z;2;1;Z;1;2;22;22;1;99;0;03;2;1;1;ZZ;999999999;2;1;1;Z;Z;Z;Z;1;6;21;1;5;5;2.49777765660206;1;3;2;1;1;D;22;32;ZZ;ZZ;ZZZZZ;30;12;332;6;ZZ;ZZZ;Z;04;5;1;00;12;ZZZZ;2;Z;11;2;33;ZZ;1;22;4;12;122;Z;Z;3;2;2;503;44;1;2;1
01;31;4;2012;9;041;54;041;040;1976;2;005;02;1;9;2;1;4;1;0;2;Z;2;1;Z;1;6;69;69;1;99;0;13;2;1;1;ZZ;999999999;2;1;1;Z;Z;Z;Z;1;6;21;1;5;5;2.49777765660206;1;3;1;2;2;D;22;32;ZZ;ZZ;ZZZZZ;30;12;332;6;ZZ;ZZZ;Z;04;5;1;00;12;ZZZZ;2;Z;11;1;33;ZZ;1;22;4;12;122;Z;Z;3;2;2;503;44;1;2;1
01;31;4;2012;9;020;19;019;015;1997;Z;005;02;3;Z;2;1;4;1;0;2;Z;2;1;Z;2;8;82;84;1;99;0;13;2;1;1;ZZ;999999999;1;1;1;2;4;Z;Z;2;4;11;1;5;5;2.49777765660206;1;3;3;3;3;D;11;11;ZZ;ZZ;ZZZZZ;13;00;997;0;01;997;1;04;5;1;13;01;ZZZZ;9;Z;11;2;33;ZZ;6;22;4;22;220;Z;Z;3;2;2;503;44;1;2;1
01;31;4;2012;9;017;17;016;015;2000;Z;005;02;3;Z;2;1;4;1;0;2;Z;2;1;Z;2;8;82;84;1;99;0;12;2;1;1;ZZ;999999999;1;1;1;1;3;Z;Z;2;4;11;1;5;5;2.49777765660206;1;3;3;3;3;D;11;11;ZZ;ZZ;ZZZZZ;13;00;997;0;01;997;1;04;5;1;13;01;ZZZZ;9;Z;11;2;33;ZZ;6;22;4;22;220;Z;Z;3;2;2;503;44;1;2;1
01;31;4;2012;9;004;05;003;000;2013;Z;005;02;3;Z;2;1;4;1;0;2;Z;2;1;Z;2;8;82;85;1;99;0;ZZ;2;1;1;ZZ;999999999;1;1;1;1;3;Z;Z;2;1;21;1;5;5;2.49777765660206;1;3;3;3;3;D;11;11;ZZ;ZZ;ZZZZZ;11;12;332;6;ZZ;ZZZ;Z;04;5;1;11;01;ZZZZ;Z;Z;11;1;33;ZZ;6;22;4;23;230;Z;Z;3;2;2;503;44;1;2;1
01;32;3;2013;9;061;64;060;060;1956;Z;004;01;0;Z;2;1;4;1;0;2;Z;2;1;Z;2;4;41;45;1;99;0;11;1;2;1;16;999999999;2;1;2;Z;Z;1;3;2;1;11;0;1;Z;2.49777765660206;1;3;0;0;1;D;32;50;QB;88;8899B;11;00;997;0;01;997;1;03;1;Z;11;01;451F;Z;Z;11;2;12;10;5;10;5;11;111;2;5;2;Z;1;021;12;1;1;1
01;33;4;1989;7;056;64;055;055;1962;Z;029;04;2;Z;2;1;4;1;0;2;Z;1;1;Z;2;5;54;54;1;99;0;13;2;2;1;ZZ;999999999;2;1;2;Z;Z;Z;Z;2;1;11;1;2;2;2.4296103742576;1;3;2;1;1;D;23;33;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;2;1;11;01;ZZZZ;1;Z;11;2;22;ZZ;6;10;5;12;122;Z;Z;1;1;1;211;32;1;1;1
01;33;4;1989;7;026;29;025;025;1992;Z;029;04;3;Z;2;1;4;1;0;2;Z;1;1;Z;2;5;51;52;1;99;0;17;2;2;1;15;999999999;2;1;2;Z;Z;2;5;2;1;11;1;2;2;2.4296103742576;1;3;3;3;3;D;12;12;OZ;84;8411Z;11;00;997;0;01;997;1;04;2;1;11;01;523A;Z;Z;11;2;22;10;6;10;5;11;111;1;5;1;1;1;211;32;1;1;1
01;34;6;2006;9;006;10;006;005;2011;Z;011;03;3;Z;2;1;4;1;0;2;Z;2;2;Z;2;8;82;85;1;99;0;ZZ;1;2;1;ZZ;999999999;1;2;1;1;3;Z;Z;2;1;11;1;3;3;2.56231051366109;1;3;3;3;3;D;12;12;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;02;3;1;11;01;ZZZZ;Z;Z;11;2;22;ZZ;6;22;2;23;230;Z;Z;3;1;2;212;32;1;1;1
01;34;6;2006;9;011;10;010;010;2006;Z;011;03;3;Z;2;1;4;1;0;2;Z;2;2;Z;2;8;82;85;1;99;0;ZZ;1;2;1;ZZ;999999999;1;2;1;1;3;Z;Z;2;1;11;1;3;3;2.56231051366109;1;3;3;3;3;D;12;12;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;02;3;1;11;01;ZZZZ;Z;Z;11;1;22;ZZ;6;22;2;23;230;Z;Z;3;1;2;212;32;1;1;1
01;34;6;2006;9;031;39;030;030;1986;3;011;03;2;8;2;1;4;1;0;2;Z;2;2;Z;2;8;82;85;1;99;0;15;1;2;1;ZZ;999999999;2;2;1;Z;Z;Z;Z;1;6;12;1;3;3;2.56231051366109;1;3;2;1;1;D;23;33;ZZ;ZZ;ZZZZZ;30;01;998;1;12;CAR;6;02;3;1;00;12;ZZZZ;0;Z;11;2;22;ZZ;6;22;2;25;250;Z;Z;3;1;2;212;32;1;1;1
01;35;6;2015;9;003;02;002;000;2013;9;001;00;3;0;2;1;4;1;0;2;Z;2;2;Z;2;8;82;85;1;99;0;ZZ;1;2;1;ZZ;999999999;1;1;1;1;3;Z;Z;1;6;12;1;3;3;4.97708969351156;2;3;3;3;3;D;12;12;ZZ;ZZ;ZZZZZ;30;01;998;1;12;CAR;6;05;3;1;12;12;ZZZZ;Z;Z;11;2;22;ZZ;6;22;5;23;230;Z;Z;2;1;2;212;32;1;0;1
01;35;6;2015;9;004;05;003;000;2012;9;001;00;3;0;2;1;4;1;0;2;Z;2;2;Z;2;8;82;85;1;99;0;ZZ;1;2;1;ZZ;999999999;1;1;1;1;3;Z;Z;1;6;12;1;3;3;4.97708969351156;2;3;3;3;3;D;12;12;ZZ;ZZ;ZZZZZ;30;01;998;1;12;CAR;6;05;3;1;12;12;ZZZZ;Z;Z;11;2;22;ZZ;6;22;5;23;230;Z;Z;2;1;2;212;32;1;0;1
01;35;6;2015;9;026;29;025;025;1990;Z;001;00;2;Z;2;1;4;1;0;2;Z;2;2;Z;2;8;81;81;1;99;0;12;1;2;1;ZZ;999999999;2;1;1;Z;Z;Z;Z;2;4;12;1;3;3;4.97708969351156;2;3;2;1;1;D;23;33;ZZ;ZZ;ZZZZZ;12;01;998;1;12;CAR;6;05;3;1;12;01;ZZZZ;2;Z;11;2;22;ZZ;6;22;5;12;125;Z;Z;2;1;2;212;32;1;0;1
01;36;5;2003;9;070;79;069;065;1950;Z;017;03;0;Z;2;1;4;1;0;2;Z;1;1;Z;2;7;76;77;1;99;0;02;2;3;1;ZZ;999999999;2;2;2;Z;Z;Z;Z;2;1;11;1;3;Z;2.64508971894549;1;3;0;0;5;D;31;60;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;3;Z;11;01;ZZZZ;0;Z;11;2;40;ZZ;6;10;3;21;210;Z;Z;1;Z;1;201;32;1;0;1
01;36;5;2003;9;004;05;003;000;2016;Z;017;03;3;Z;2;1;4;1;0;2;Z;1;1;Z;2;8;82;85;1;99;0;ZZ;2;3;1;ZZ;999999999;1;2;2;1;3;Z;Z;2;1;11;1;3;2;2.64508971894549;1;3;3;3;3;D;12;12;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;3;1;11;01;ZZZZ;Z;Z;11;2;40;ZZ;6;10;3;23;230;Z;Z;1;1;1;201;32;1;0;1
01;36;5;2003;9;049;54;048;045;1971;Z;017;03;2;Z;2;1;4;1;0;2;Z;1;1;Z;2;2;22;22;1;99;0;03;2;3;1;21;999999999;2;2;2;Z;Z;1;3;2;1;11;1;3;2;2.64508971894549;1;3;2;1;1;D;23;33;IZ;56;5610C;11;00;997;0;01;997;1;04;3;1;11;01;224A;Z;Z;11;2;40;21;6;10;3;11;111;1;5;1;1;1;201;32;1;0;1
01;37;6;2010;9;033;39;032;030;1986;Z;009;02;3;Z;2;1;4;1;0;2;Z;1;1;Z;2;4;48;48;1;99;0;15;2;2;1;16;999999999;2;1;2;Z;Z;1;3;2;3;11;1;3;3;3.17652487850159;1;3;3;3;3;D;11;11;IZ;56;5610A;00;00;997;0;01;997;1;04;3;1;00;01;488A;Z;Z;11;1;31;10;6;10;7;11;111;1;5;1;2;1;301;41;1;2;1
01;37;6;2010;9;059;64;058;055;1960;Z;009;02;2;Z;2;1;4;1;0;2;Z;1;1;Z;1;4;46;46;1;99;0;15;2;2;1;16;999999999;2;1;2;Z;Z;2;4;2;3;11;1;3;3;3.17652487850159;1;3;2;2;2;D;22;32;GZ;46;4631Z;00;00;997;0;01;997;1;04;3;1;00;01;463C;Z;Z;11;2;31;10;1;10;7;11;111;1;5;1;2;1;301;41;1;2;1
01;37;6;2010;9;061;64;060;060;1958;Z;009;02;1;Z;2;1;4;1;0;2;Z;1;1;Z;1;3;36;37;1;99;0;15;2;2;1;16;999999999;2;1;2;Z;Z;2;4;2;3;11;1;3;3;3.17652487850159;1;3;1;1;1;D;22;32;AZ;01;0113Z;00;00;997;0;01;997;1;04;3;1;00;01;373D;Z;Z;11;1;31;10;1;10;7;11;111;1;5;1;2;1;301;41;1;2;1
01;38;4;1972;6;027;29;026;025;1993;Z;048;06;3;Z;2;1;4;1;0;2;Z;1;1;Z;2;8;82;84;1;99;0;18;2;2;1;ZZ;999999999;1;1;2;2;4;Z;Z;2;1;11;1;3;3;1.00000392328661;1;3;3;3;3;D;11;11;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;06;3;1;11;01;ZZZZ;0;Z;11;2;31;ZZ;6;10;7;22;220;Z;Z;1;2;1;411;43;1;3;1
01;38;4;1972;6;055;54;054;050;1965;Z;048;06;2;Z;2;1;4;1;0;2;Z;1;1;Z;1;6;66;68;1;99;0;15;2;2;1;16;999999999;2;1;2;Z;Z;2;4;2;1;11;1;3;3;1.00000392328661;1;3;2;2;2;D;22;32;LZ;68;6820A;11;00;997;0;01;997;1;06;3;1;11;01;684A;Z;Z;11;2;31;10;1;10;7;11;111;1;5;1;2;1;411;43;1;3;1
01;38;4;1972;6;058;64;057;055;1962;Z;048;06;1;Z;2;1;4;1;0;2;Z;1;1;Z;1;6;66;67;1;99;0;13;2;2;1;ZZ;999999999;2;1;2;Z;Z;Z;Z;2;1;11;1;3;3;1.00000392328661;1;3;1;1;1;D;22;32;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;06;3;1;11;01;ZZZZ;2;Z;11;1;31;ZZ;1;10;7;12;122;Z;Z;1;2;1;411;43;1;3;1
01;39;3;1989;7;054;54;053;050;1963;Z;028;04;1;Z;2;1;4;1;0;2;Z;1;2;Z;1;3;36;38;1;99;0;18;2;1;1;15;999999999;2;1;2;Z;Z;1;3;2;1;11;1;2;2;2.49777765660206;1;3;1;1;1;D;21;40;QA;86;8610Z;11;00;997;0;01;997;1;04;2;1;11;01;384B;Z;Z;11;1;30;10;1;10;5;11;116;1;5;1;2;1;300;41;1;2;1
01;39;3;1989;7;052;54;051;050;1965;Z;028;04;2;Z;2;1;4;1;0;2;Z;1;2;Z;1;5;51;52;1;99;0;13;2;1;1;15;999999999;2;1;2;Z;Z;1;3;2;1;11;1;2;2;2.49777765660206;1;3;2;2;2;D;21;40;OZ;84;8411Z;11;00;997;0;01;997;1;04;2;1;11;01;523A;Z;Z;11;2;30;10;1;10;5;11;111;1;5;1;2;1;300;41;1;2;1
01;40;3;1986;7;069;79;068;065;1947;5;030;05;0;5;1;1;4;1;0;2;Z;2;2;Z;2;4;41;42;1;99;0;17;2;1;1;ZZ;999999999;2;2;2;Z;Z;Z;Z;2;6;11;0;1;Z;2.56600642461056;1;3;0;0;1;D;32;50;ZZ;ZZ;ZZZZZ;30;00;997;0;01;997;1;05;1;Z;00;08;ZZZZ;2;Z;11;1;11;ZZ;5;21;6;12;123;Z;Z;3;Z;2;012;11;1;0;1
01;41;5;1996;8;025;24;024;020;1992;Z;021;04;3;Z;2;1;4;1;0;1;Z;1;1;Z;2;4;46;46;1;99;0;16;2;2;1;ZZ;999999999;2;1;2;Z;Z;Z;Z;2;1;11;1;3;3;2.46048129225134;1;3;3;3;3;D;11;11;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;3;1;11;01;ZZZZ;2;Z;11;1;31;ZZ;6;10;5;12;122;Z;Z;1;2;1;301;41;1;3;1
01;41;5;1996;8;051;54;050;050;1966;Z;021;04;2;Z;2;1;4;1;0;1;Z;1;1;Z;1;2;21;21;1;99;0;13;2;2;1;21;999999999;2;1;2;Z;Z;2;4;2;1;11;1;3;3;2.46048129225134;1;3;2;2;2;D;22;32;SZ;96;9602A;11;00;997;0;01;997;1;04;3;1;11;01;217C;Z;Z;11;2;31;21;1;10;5;11;111;1;5;1;2;1;301;41;1;3;1
01;41;5;1996;8;052;54;051;050;1965;Z;021;04;1;Z;2;1;4;1;0;1;Z;1;1;Z;1;2;22;22;1;99;0;13;2;2;1;21;999999999;2;1;2;Z;Z;1;3;2;1;11;1;3;3;2.46048129225134;1;3;1;1;1;D;22;32;IZ;56;5610C;11;00;997;0;01;997;1;04;3;1;11;01;225A;Z;Z;11;1;31;21;1;10;5;11;111;1;5;1;2;1;301;41;1;3;1
01;42;3;1977;6;066;79;065;065;1950;Z;039;05;2;Z;2;1;3;1;0;1;Z;2;2;Z;2;7;76;77;1;99;0;03;2;3;1;ZZ;999999999;2;2;2;Z;Z;Z;Z;2;1;11;1;2;2;4.97708969351156;1;3;2;4;5;D;23;33;ZZ;ZZ;ZZZZZ;11;00;997;0;01;997;1;04;2;1;11;01;ZZZZ;0;Z;11;2;22;ZZ;6;10;3;21;210;Z;Z;1;1;1;211;32;1;0;1
